link,product_name,image,origin,price,unit_price,vegetable_name,distance,category,agriculture,transformation,packaging,transport,distribution,consommation,carbon_footprint,bio,rank,transport_color
https://www.carrefour.fr/p/salade-mache-et-roquette-florette-3280221011086?t=1892, Salade Mâche et Roquette FLORETTE ,https://media.carrefour.fr/medias/1c3c59c5f85a3e8181f1dcd2f834e35d/p_200x200/03280221011086-a1r1-s01.jpg,France," 2,85 ", 16.29 € / KG ,Salade,0.0,"Roquette, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-laitue-iceberg-florette-3280221408022?t=1892, Salade Laitue Iceberg FLORETTE ,https://media.carrefour.fr/medias/c4bd5cc28c643c69b61c7ea938bc52da/p_200x200/03280221408022-a1r1-s01.jpg,France," 1,35 ", 15.00 € / KG ,Salade,0.0,"Laitue iceberg, crue",0.2599468,0.0,0.0,0.36475005,0.061814329,0.21426946,0.900780639,False,1.0,green
https://www.carrefour.fr/p/salade-mache-roquette-carrefour-3560070710447?t=1892, Salade mâche roquette  ,https://media.carrefour.fr/medias/2d6597f05c533e2b8f77ba1a0165d0be/p_200x200/3560070710447-photosite-20160701-082714-0.jpg,France," 1,70 ", 13.60 € / KG ,Salade,0.0,"Roquette, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-coeur-de-laitue-bonduelle-3083681011517?t=1892, Salade cœur de laitue BONDUELLE ,https://media.carrefour.fr/medias/e56208668d6b38e783bbd2440102e23d/p_200x200/03083681011517-h1c1-s01.jpg,France," 3,55 ", 8.88 € / KG ,Salade,0.0,"Laitue, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-coeur-de-laitue-bonduelle-3083681150155?t=1892, Salade Coeur de laitue BONDUELLE ,https://media.carrefour.fr/medias/5592d357442f3e17967663afb5ecb432/p_200x200/03083681150155-h1c1-s01.jpg,France," 2,70 ", 9.64 € / KG ,Salade,0.0,"Laitue, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-roquette-carrefour-3245413157522?t=1892, Salade roquette  ,https://media.carrefour.fr/medias/30c08a0677453fd8a53672cc48847061/p_200x200/3245413157522-photosite-20210517-151459-1.jpg,France," 1,79 ", 14.32 € / KG ,Salade,0.0,"Roquette, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-mache-bonduelle-3083681101690?t=1892, Salade mâche BONDUELLE ,https://media.carrefour.fr/medias/d51fdef87e2d3718a2c67557e2ccf39c/p_200x200/03083681101690-h1c1-s01.jpg,France," 2,10 ", 21.00 € / KG ,Salade,0.0,"Mâche, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-roquette-bonduelle-3083680482233?t=1892, Salade roquette BONDUELLE ,https://media.carrefour.fr/medias/c811fe61b8cb333999d9f4df3c6180f4/p_200x200/03083680482233-h1c1-s01.jpg,France," 2,10 ", 21.00 € / KG ,Salade,0.0,"Roquette, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-mache-roquette-bonduelle-3083680629775?t=1892, Salade mâche roquette BONDUELLE ,https://media.carrefour.fr/medias/aa97ad4afc2e34cd887cd07b6441b825/p_200x200/03083680629775-h1c1-s01.jpg,France," 1,95 ", 19.50 € / KG ,Salade,0.0,"Roquette, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,2.0,jaune
https://www.carrefour.fr/p/salade-pousses-d-epinards-bonduelle-3083681101515?t=1892, Salade pousses d'épinards BONDUELLE ,https://media.carrefour.fr/medias/2169ca7e2ee23990a80e9df4cb5ca05a/p_200x200/03083681101515-h1c1-s01.jpg,France," 2,10 ", 23.33 € / KG ,Salade,0.0,"Épinard, appertisé, égoutté",0.1086359,0.18181143,0.2454028299999999,0.30344412,0.022610621,0.011022624,0.8729275249999999,False,2.0,jaune
https://www.carrefour.fr/p/salade-coeur-de-laitue-les-crudettes-3061430007158?t=1892, Salade Cœur de laitue LES CRUDETTES ,https://media.carrefour.fr/medias/7e6c55f55b503d2582666f15da7753c1/p_200x200/03061430007158-a1n1-s03.jpg,Origine c.e.e.," 2,05 ", 13.67 € / KG ,Salade,,"Laitue, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,2.0,jaune
https://www.carrefour.fr/p/salade-scarole-carrefour-3270190021858?t=1892, Salade scarole  ,https://media.carrefour.fr/medias/efb7975932d6396b9c55bd6eb697faff/p_200x200/3270190021858-photosite-20180619-161853-0.jpg,France," 2,10 ", 8.40 € / KG ,Salade,0.0,"Scarole, crue",0.30023238,0.0,0.0,0.36475005,0.20793674,0.22539229,1.09831146,False,3.0,orange
https://www.carrefour.fr/p/salade-laitue-florette-3280225021029?t=1892, Salade laitue FLORETTE ,https://media.carrefour.fr/medias/52c14919bbae32a58fa3e15bb2da0c4d/p_200x200/03280225021029-a1r1-s01.jpg,France," 2,80 ", 8.75 € / KG ,Salade,0.0,"Laitue, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-jeunes-pousses-roquette-bonduelle-3083681013146?t=1892, Salade jeunes pousses roquette BONDUELLE ,https://media.carrefour.fr/medias/f16c728a055a31639982810b71b313e3/p_200x200/03083681013146-h1c1-s01.jpg,France," 2,45 ", 16.90 € / KG ,Salade,0.0,"Roquette, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,False,1.0,green
https://www.carrefour.fr/p/salade-mache-bio-carrefour-bio-3523680425118?t=1892, Salade mâche Bio  BIO ,https://media.carrefour.fr/medias/2c753528522f3d33b7cd205701fe73c4/p_200x200/3523680425118-0.jpg,France," 1,99 ", 19.90 € / KG ,Salade,0.0,"Mâche, crue",0.30023238,0.0,0.0,0.36475005,0.061814329,0.21426946,0.941066219,True,1.0,green
https://www.carrefour.fr/p/tomate-cerise-3523680258358?t=1892, Tomate cerise ,https://media.carrefour.fr/medias/2c99e96fe70637e9973d5b94b7c0291e/p_200x200/3523680258358-0.jpg,Espagne," 1,50 ", 7.50 € / KG ,Tomate,976.28,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,False,1.0,green
https://www.carrefour.fr/p/tomate-cerise-carrefour-bio-3523680260603?t=1892, Tomate cerise  BIO ,https://media.carrefour.fr/medias/12c90daaefea3059a7b59c9500322fa0/p_200x200/3523680260603-photosite-20211008-074151-0.jpg,Espagne," 2,59 ", 12.95 € / KG ,Tomate,976.28,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,True,1.0,green
https://www.carrefour.fr/p/tomate-ronde-en-grappe-bio-carrefour-bio-3523680277724?t=1892, Tomate ronde en grappe Bio  BIO ,https://media.carrefour.fr/medias/936524a1d4a432379406e3f17c81d15e/p_200x200/3523680277724-0.jpg,Espagne," 3,69 ", 6.15 € / KG ,Tomate,976.28,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomate-cerise-baby-3523680442979?t=1892, Tomate cerise baby ,https://media.carrefour.fr/medias/24e0f6f4552135029c917f9df39e0950/p_200x200/3523680442979-photosite-20210420-180626-0.jpg,Ue et hors u.e.," 3,50 ", 11.67 € / KG ,Tomate,,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,False,1.0,green
https://www.carrefour.fr/p/tomate-simpl-3523680490567?t=1892, Tomate SIMPL ,https://media.carrefour.fr/medias/9018ebcd5e2a34a98472bf881d1e0dfa/p_200x200/3523680490567-0.jpg,Origine c.e.e.," 1,39 ", 1.39 € / U ,Tomate,,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomate-cerise-allongee-3523680490840?t=1892, Tomate cerise allongée ,https://media.carrefour.fr/medias/1f60f64294bf31528e3f4e3e365542c0/p_200x200/3523680490840-0.jpg,Maroc," 2,00 ", 5.00 € / KG ,Tomate,1887.58,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,False,1.0,green
https://www.carrefour.fr/p/tomate-cerise-rouges-rondes-3276550083665?t=1892, Tomate Cerise rouges rondes ,https://media.carrefour.fr/medias/67015d6dc4b0365881b3f887b2ab45e7/p_200x200/3276550083665-photosite-20170627-162131-0.jpg,France," 7,01 ", 7.01 € / KG ,Tomate,0.0,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,False,1.0,green
https://www.carrefour.fr/p/tomate-bio-cerise-melangee-3276550279617?t=1892, Tomate Bio cerise mélangée ,https://media.carrefour.fr/medias/eab21bfcda2c36d5b48b83d8b66c0f32/p_200x200/3276550279617-photosite-20210520-163323-0.jpg,France," 2,39 ", 9.56 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomate-melangee-bio-3276550289463?t=1892, Tomate mélangée Bio ,https://media.carrefour.fr/medias/12a82316c6c63163a68f9eba84c4c297/p_200x200/3276550289463-0.jpg,France," 5,59 ", 5.59 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomate-ronde-en-grappe-vrac-bio-3276552726324?t=1892, Tomate ronde en grappe vrac Bio ,https://media.carrefour.fr/medias/10fe2e8ec8cf34bd9937f1f6eb7fff59/p_200x200/3276552726324-photosite-20200918-172635-0.jpg,France," 4,99 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomate-ronde-en-grappe-cocktail-3276554571212?t=1892, Tomate ronde en grappe cocktail ,https://media.carrefour.fr/medias/a0aafc40175c372d83120be0196d9e7f/p_200x200/3276554571212-photosite-20150617-162514-0.jpg,France," 2,50 ", 5.00 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomate-cotelee-melangee-vrac-3276555851580?t=1892, Tomate côtelée mélangée vrac ,https://media.carrefour.fr/medias/050aeedc387837aa870337717ff9277d/p_200x200/3276555851580-0.jpg,France," 4,99 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomate-allongee-torino-vrac-3276557394894?t=1892, Tomate allongée Torino vrac ,https://media.carrefour.fr/medias/4d2c4fb704bc3338acefb49b2fabe94b/p_200x200/3276557394894-0.jpg,France," 1,24 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomate-cerise-allongee-orange-3523680243255?t=1892, Tomate cerise allongée orange ,https://media.carrefour.fr/medias/6aaf20542c5c379b9254e6cfd2522e1b/p_200x200/3523680243255-0.jpg,France," 6,99 ", 6.99 € / KG ,Tomate,0.0,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,False,3.0,orange
https://www.carrefour.fr/p/tomate-cerise-ronde-3000000040812?t=1892, Tomate cerise ronde ,https://media.carrefour.fr/medias/c356654609e132468bcc9c669369d7e1/p_200x200/3000000040812-0.jpg,France," 2,99 ", 5.99 € / KG ,Tomate,0.0,"Tomate cerise, crue",0.21205178,0.0,0.0,0.27356253,0.015591118,0.080351049,0.581556477,False,1.0,green
https://www.carrefour.fr/p/tomates-cerises-melange-vrac-3523680241541?t=1892, Tomates cerises mélange vrac ,https://media.carrefour.fr/medias/3eb2c9debd703dc992df547ae9ec1dd8/p_200x200/3523680241541-photosite-20210420-180530-0.jpg,France," 5,99 ", 5.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cocktail-en-grappe-bio-cocktail-en-grappe-3523680255104?t=1892, Tomates cocktail en grappe Bio COCKTAIL EN GRAPPE ,https://media.carrefour.fr/medias/b2f74979b8433527878a8b210811521d/p_200x200/3523680255104-photosite-20190605-153513-0.jpg,Origine c.e.e.," 2,50 ", 6.25 € / KG ,Tomate,,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-allongees-coeur-filiere-qualite-carrefour-3523680262645?t=1892, Tomates allongées coeur  FILIERE QUALITE  ,https://media.carrefour.fr/medias/595cde0757f5320290a5741f7e6db6fd/p_200x200/3523680262645-photosite-20160318-163349-0.jpg,France," 3,69 ", 6.15 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cerises-allongees-sweetberry-3523680299917?t=1892, Tomates cerises allongées Sweetberry ,https://media.carrefour.fr/medias/d6bbdecb5afe3d81a10048736de033c0/p_200x200/3523680299917-photosite-20180427-161055-0.jpg,France," 3,00 ", 8.57 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,3.0,orange
https://www.carrefour.fr/p/tomates-cerises-allongees-en-grappe-3523680317994?t=1892, Tomates cerises allongées en grappe ,https://media.carrefour.fr/medias/961c26dec226379cbda94d9ab65bfe5d/p_200x200/3523680317994-photosite-20191019-163701-0.jpg,France," 3,49 ", 13.96 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-allongees-coeur-bio-3523680318038?t=1892, Tomates allongées cœur Bio ,https://media.carrefour.fr/medias/2bfbad4f14c1372aa76f0f847e22c3bf/p_200x200/3523680318038-0.jpg,France," 5,59 ", 5.59 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-cerises-allongees-allongee-3523680330597?t=1892, Tomates cerises allongées Allongée ,https://media.carrefour.fr/medias/71eda487dcfc39a3b31302c204207f04/p_200x200/3523680330597-photosite-20171214-043903-0.jpg,Origine pays tiers," 2,90 ", 5.80 € / KG ,Tomate,,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cerises-allongees-3523680364998?t=1892, Tomates cerises allongées ,https://media.carrefour.fr/medias/3db6d8f46dbf3367860071d29c242c16/p_200x200/3523680364998-photosite-20170707-161205-0.jpg,Origine pays tiers," 5,99 ", 5.99 € / KG ,Tomate,,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cerises-en-grappe-3523680369078?t=1892, Tomates cerises en grappe ,https://media.carrefour.fr/medias/666a43a85ac93369922499498c0eafb9/p_200x200/3523680369078-photosite-20190517-173715-0.jpg,France," 3,99 ", 13.30 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,2.0,jaune
https://www.carrefour.fr/p/tomates-rondes-en-grappe-bio-3523680375253?t=1892, Tomates rondes en grappe Bio ,https://media.carrefour.fr/medias/63b880cde1c637edbef893a7eaafe966/p_200x200/3523680375253-photosite-20190605-153510-0.jpg,France," 2,49 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-cerises-melangees-3523680375918?t=1892, Tomates cerises mélangées ,https://media.carrefour.fr/medias/15bda6fded1c3c11aea070e1eefbdf00/p_200x200/3523680375918-photosite-20210921-163818-0.jpg,Maroc," 3,00 ", 8.57 € / KG ,Tomate,1887.58,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-melangees-bio-graines-de-paysans-3523680417304?t=1892, Tomates mélangées Bio GRAINES DE PAYSANS ,https://media.carrefour.fr/medias/a339a3db0b9438d6af09d12600f1d156/p_200x200/3523680417304-photosite-20190605-152542-0.jpg,France," 12,00 ", 6.00 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-rondes-charnues-a-farcir-vrac-3000000040676?t=1892, Tomates rondes charnues à farcir vrac ,https://media.carrefour.fr/medias/245c99ada1ad30c08b531be6423048a5/p_200x200/3000000040676-photosite-20170627-162038-0.jpg,France," 3,99 ", 3.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,3.0,orange
https://www.carrefour.fr/p/tomates-cerises-rondes-bio-3276550337843?t=1892, Tomates cerises rondes Bio ,https://media.carrefour.fr/medias/bb44de30c10f32bd8a1f02a56896aa33/p_200x200/3276550337843-photosite-20150617-162625-0.jpg,France," 2,50 ", 12.50 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-cerise-allongees-3276550155201?t=1892, Tomates Cerise allongées ,https://media.carrefour.fr/medias/a64d258fbb933fdeb986652f6a8f9f43/p_200x200/3276550155201-photosite-20140327-222744-0.jpg,France," 1,60 ", 6.40 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cerises-rondes-3276550248460?t=1892, Tomates cerises rondes ,https://media.carrefour.fr/medias/18a1887f174635939f7b038f394c0bcb/p_200x200/3276550248460-photosite-20150528-084653-0.jpg,Maroc," 3,99 ", 15.96 € / U ,Tomate,1887.58,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,3.0,orange
https://www.carrefour.fr/p/tomates-rondes-en-grappe-vrac-3276552413026?t=1892, Tomates rondes en grappe vrac ,https://media.carrefour.fr/medias/280cf232158a3e3c830f45c86a5bb319/p_200x200/3276552413026-photosite-20160323-163718-0.jpg,France," 4,99 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cotelees-rouges-coeur-vrac-3276552413859?t=1892, Tomates côtelées rouges coeur vrac ,https://media.carrefour.fr/medias/06a03fd9edaa377cb038eafd6d0ec1e8/p_200x200/3276552413859-photosite-20180828-160803-0.jpg,France," 4,99 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-ananas-vrac-bio-3276552744359?t=1892, Tomates Ananas vrac Bio ,https://media.carrefour.fr/medias/062d2869981739ad83859b728aaa1bdc/p_200x200/3276552744359-photosite-20200918-172737-0.jpg,France," 5,59 ", 5.59 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-marmande-vrac-bio-3276552744366?t=1892, Tomates Marmande vrac Bio ,https://media.carrefour.fr/medias/f2e79322c48b3fd28b800eced9d3c4d6/p_200x200/3276552744366-photosite-20200918-172716-0.jpg,France," 5,59 ", 5.59 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,3.0,orange
https://www.carrefour.fr/p/tomates-cerises-bio-3276555007864?t=1892, Tomates cerises Bio ,https://media.carrefour.fr/medias/e477f526095037e7a0ac1a7ea6605193/p_200x200/3276555007864-photosite-20210629-171609-0.jpg,Espagne," 2,00 ", 8.00 € / KG ,Tomate,976.28,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-rondes-en-vrac-bio-carrefour-3276555181311?t=1892, Tomates rondes en vrac Bio  ,https://media.carrefour.fr/medias/4cd072c983df3488b6ebf465eea1b29f/p_200x200/3276555181311-photosite-20200710-165823-0.jpg,France," 2,99 ", 4.98 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,1.0,green
https://www.carrefour.fr/p/tomates-cerises-rondes-panachees-3276555327306?t=1892, Tomates cerises rondes panachées ,https://media.carrefour.fr/medias/6bc515af2d373bb9a2156a4f89318a69/p_200x200/3276555327306-photosite-20180828-160844-0.jpg,France," 2,00 ", 5.71 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,3.0,orange
https://www.carrefour.fr/p/tomates-allongees-coeur-vrac-3276555830875?t=1892, Tomates allongées coeur vrac ,https://media.carrefour.fr/medias/c4001a60c3b13403942a6164f4a638c7/p_200x200/3276555830875-photosite-20160318-163750-0.jpg,France," 4,59 ", 4.59 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-rondes-petit-prix-3276556256469?t=1892, Tomates rondes  PETIT PRIX ,https://media.carrefour.fr/medias/cc6a4b29bc223bd2970b534a994d2ffb/p_200x200/3276556256469-photosite-20150617-162344-0.jpg,Maroc," 1,39 ", 1.39 € / KG ,Tomate,1887.58,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,3.0,orange
https://www.carrefour.fr/p/tomates-noires-cotelee-vrac-3276556776875?t=1892, Tomates noires côtelée  vrac ,https://media.carrefour.fr/medias/557f1c89a3be34ce89786295eadb1613/p_200x200/3276556776875-photosite-2023615-134034-1.jpg,France," 4,99 ", 4.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,4.0,red
https://www.carrefour.fr/p/tomates-rondes-en-grappe-cocktail-zero-residu-de-pesticide-3276558939209?t=1892, Tomates rondes en grappe cocktail Zéro Résidu de Pesticide ,https://media.carrefour.fr/medias/165e6bb3918131278d62967849a2f780/p_200x200/3276558939209-photosite-20150617-162514-0.jpg,France," 3,00 ", 6.00 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cerises-rondes-et-allongees-3276559118177?t=1892, Tomates cerises rondes et allongées ,https://media.carrefour.fr/medias/c9082ace87a03117b9cfda1e0e0723f9/p_200x200/3276559118177-0.jpg,Maroc," 3,00 ", 7.50 € / KG ,Tomate,1887.58,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-rondes-bio-carrefour-bio-3276559414262?t=1892, Tomates rondes bio   BIO ,https://media.carrefour.fr/medias/213614e30911326c9a8745f16653e42e/p_200x200/3276559414262-photosite-20160318-163932-0.jpg,France," 3,51 ", 3.51 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,True,2.0,jaune
https://www.carrefour.fr/p/tomates-cerises-rondes-et-allongees-panachees-3523680382572?t=1892, Tomates cerises rondes et allongées panachées ,https://media.carrefour.fr/medias/833275a03318325fb3da4a0251a9aa7e/p_200x200/3523680382572-photosite-20180717-162905-0.jpg,France," 5,99 ", 5.99 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-allongees-vrac-3000000040799?t=1892, Tomates allongées vrac ,https://media.carrefour.fr/medias/f68673d764593f99833526d547080b19/p_200x200/3000000040799-0.jpg,France," 0,94 ", 3.79 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,2.0,jaune
https://www.carrefour.fr/p/tomates-rondes-petit-prix-3276556256452?t=1892, Tomates rondes PETIT PRIX ,https://media.carrefour.fr/medias/ace81952d5e63fa8a0fcdb830ba417d4/p_200x200/3276556256452-photosite-20140327-182856-0.jpg,Maroc," 2,49 ", 2.49 € / KG ,Tomate,1887.58,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cerise-3523680444423?t=1892, Tomates cerise ,https://media.carrefour.fr/medias/a3918634d0dd3e30b0f98c5f5a6c27f1/p_200x200/3523680444423-photosite-20210727-182832-0.jpg,France," 2,00 ", 10.00 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/tomates-cocktail-sans-pesticide-3523680404427?t=1892, Tomates cocktail sans pesticide ,https://media.carrefour.fr/medias/c09acf6e3dff3726b9f21b2860cd11cc/p_200x200/3523680404427-photosite-20190517-173743-0.jpg,France," 2,50 ", 5.00 € / KG ,Tomate,0.0,"Tomate, concentré, appertisé",0.98356051,1.0835601,0.17146364,0.56615533,0.015811623,0.0,2.8205512029999995,False,1.0,green
https://www.carrefour.fr/p/avocats-baby-petit-prix-3523680344372?t=1892, Avocats Baby PETIT PRIX ,https://media.carrefour.fr/medias/1d55743ee4833e3fa5c0454c3e007edd/p_200x200/3523680344372-photosite-20170203-162041-0.jpg,Republique dominicaine," 2,50 ", 2.50 € / U ,Avocat,7139.94,"Avocat, pulpe, cru",0.86139181,0.0,0.0,0.46369755,0.017811293,0.13756958,1.480470233,False,1.0,green
