code	producer_product_id	producer_version_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_it	product_name_nl	product_name_pl	product_name_sv	abbreviated_product_name_fr	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	omega-3-fat_value	omega-3-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	eicosapentaenoic-acid_value	eicosapentaenoic-acid_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	beta-carotene_value	beta-carotene_unit	vitamin-e_value	vitamin-e_unit	vitamin-k_value	vitamin-k_unit	vitamin-c_value	vitamin-c_unit	vitamin-b9_value	vitamin-b9_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	manganese_value	manganese_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_specified	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	packaging_2_weight_specified	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_quantity_per_unit	packaging_3_weight_specified	packaging_3_weight_measured	packaging_4_number_of_units	packaging_4_shape	packaging_4_material	packaging_4_weight_specified	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	warning_es	warning_fr	warning_it	warning_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	nutriscore_grade_producer	recipe_idea_fr	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_data.missing_key_data	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
2868075019949			fr				Poelee mediteraneene																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			23	kcal	0.29		0.04		3.34		3.05				1.12		0.017		0.0068	g			23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075018836			fr				"Mélange de légumes pret à cuisiner"																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			23	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g	0.017	g	0.0068	g			23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075020204			en																440 g						Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetables, Fresh foods, Fresh plant-based foods, Fresh vegetables, Mixed vegetables, Fresh mixed vegetables	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	No preservatives	en:no-preservatives	France	en:france			0																									100g	100g																																																																																																											en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									
2868075024998			fr				Poelee mediteraneenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			23	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g	0.017	g	0.0068	g			23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075025520			fr				Poelee mediteraneenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			23	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g	0.017	g	0.0068	g			23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075026374			fr				Poelee mediterraneenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g																																																																																																											en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075018300			fr				Mélange de légumes																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			98	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g							98	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075024936			fr				Mélange de légumes																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			23	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g							23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075026572			fr				"Mélange de légumes prêt à cuisiner"																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			23	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g							23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075024479			fr				Poêlée Méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			22	kcal	0.5	g	0.10000000149012	g	3.4000000953674	g	1.3999999761581	g			1.2000000476837	g							22	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075025919			fr				Poelee mediterraneenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			22	kcal	0.5	g	0.1	g	3.4	g	1.4	g			1.2	g	0	g	0	g			22	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075025063			fr				Poêlée méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			200	kcal	0.3	g	0.01	g	3.5	g	2.3	g			1	g							200	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075027623			fr				Poêlée Méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			20	kcal	0.30000001192093	g	0.0099999997764826	g	3.5	g	2.2999999523163	g			1	g							20	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075017846			fr				Poêlée méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			20.238000869751	kcal	0.30000001192093	g	0.0099999997764826	g	3.5	g	2.2999999523163	g			10	g							20.238000869751	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075025780			fr				Poêlée Méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			20.238	kcal	0.3	g	0.01	g	3.5	g	2.3	g			1	g							20.238	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868075023229			fr				Poêlée méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			20.238	kcal	0.3	g	0.01	g	3.5	g	2.3	g			1	g							20.238	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868075027166			fr				Poêlée Méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			20	kcal	0.5	g	0.1	g	3.5	g	2.3	g			1	g							20	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868075027425			fr				Poêlée méditerranéenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0																									100g	100g			20	kcal	0.5	g	0.1	g	3.5	g	2.3	g			1	g							20	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868075026244			fr				Poêlée méditerranéenne												727 g						"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			20	kcal	0.3	g	0.01	g	3.5	g	2.3	g			1	g	0.01	g	0.004	g			20	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075026176			fr				Poelee mediterraneenne																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			23	kcal	0.29	g	0.04	g	3.34	g	3.05	g			1.12	g							23	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868075025193			fr				Poêlée méditerranéenne												710 g						"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			27	kcal	0.3	g	0.04	g	3.78	g	2.45	g	0	g	1.57	g							27	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868071021328			fr				Wok asiatique																Grand Frais	grand-frais	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																"WOK ASIATIQUE - PRÊT À CUISINER - 3,29 c PrWhg A donsommer jusqu'au :"									100g	100g			21	kcal	0.5		0.13		0.1		0.09				1.8		0.033		0.0132	g			21	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-1	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868071015419			fr				Wok asiatique												427g		Plastique	en:plastic	Grand Frais	grand-frais	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables			France	en:france			0		France	en:france													Carotte, shiitake, pousses haricot mungo, pakchoi en proportion variable cuire avant consommation								off	100g	100g																																																																	en:plastic																																										en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	unknown		not-applicable		19	-10	1	0									App - Open Food Facts, Apps
2868071021458			fr				Wok asiatique																Grand Frais	grand-frais	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Bio	en:organic	France	en:france			0																Carotte,shiitake,brocoli pakchoï en proportion variable									100g	100g			21	kcal	0.5	g	0.13	g	1.9	g	0.1	g			1.8	g	0.033	g	0.0132	g			21	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables	1	en:1-unprocessed-or-minimally-processed-foods	a	-6	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868071022509			fr				Wok asiatique																Atelier Des Fruits Et Legumes	atelier-des-fruits-et-legumes	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																Irqredients: carotte,shiitake brocolis, pakch01 en proportion variable									100g	100g			29	kcal	0.5		0.01		5.26		0.92				1.69		0.04		0.016	g			29	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-3	not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868071023483			fr				Wok asiatique												453 g						"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			21	kcal	0		0		2		2				2		0		0	g			21	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-6	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868071019226			fr				WOK ASIATIQUE												450 g						"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g																																																																																																											en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	unknown		not-applicable	1	-5	-15	1	0									App - Yuka, Apps
2868071019295			fr				Wok Asiatique												372 g						"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			21	kcal	0.5		0.13		0.1		0				1.8		0.033		0.0132	g			21	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-6	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868071019745			fr				Wok asiatique												464 g						"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			21	kcal	0.5		0.13		1.9		1.9				1.8		0.033		0.0132	g			21	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-6	not-applicable	1	-5	-15	1	0									App - yuka, Apps
2868071022240			fr				Wok asiatique																		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes, Frais, Aliments à base de plantes frais, Légumes frais, Mélanges de légumes, Mélanges de légumes frais"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:fresh-vegetables,en:mixed-vegetables,en:fresh-mixed-vegetables	Sans conservateurs	en:no-preservatives	France	en:france			0																									100g	100g			17	kcal	0.3	g	0.1	g	2.8	g	1.3	g			0.9	g	0.073	g	0.0292	g			17	kcal																																																																																			en:vegetables	en:fruits-and-vegetables,en:vegetables		unknown	a	-5	not-applicable	1	-5	-15	1	0									App - yuka, Apps
